vehicle,path
4533,85-46-13
4534,2-15-25-53
4535,5-36-16-11
4536,58-5-10-21
4537,82-46-100
4538,33-22-9-55
4539,35-47-29
4540,60-87-6-100
4541,28-84-97
4542,3-47-16-45
4543,74-19-4-27
4544,63-50-84
4545,59-28-2-72
4546,75-69
4547,68-23-4-90
4548,21-85-69
4549,36-61-7-1-29
4550,13-26-70
4551,13-33-30-31
4552,68-76
4553,86-27-17-62
4554,97-8
4555,63-34-3-52
4556,19-70-35
4557,11-23-4-33
4558,82-61
4559,58-5-33
4560,62-74-78
4561,79-65-8
4562,71-18-58-67
4563,84-97-81
4564,6-75-43-68
4565,75-73-50
4566,86-8-2-96
4567,29-70-30
4568,65-8-2
4569,32-43-12-44
4570,96-6-4
4571,4-38-2-96
4572,58-5-10-21
4573,17-79
4574,72-73-78
4575,18-73-2-22
4576,24-20-63
4577,50-5
4578,92-9-49
4579,22-1-2
4580,15-25-7-93
4581,76-95-98
4582,51-11-23
4583,92-53-21
4584,15-30-62-76
4585,65-8-26
4586,24-42-4-90
4587,16-38-58
4588,69-25-8-36
4589,60-11-84
4590,76-24-50
4591,31-62-92
4592,45-53-93
4593,41-50-17
4594,99-43-1
4595,30-31-2-99
4596,30-22-91
4597,36-6
4598,57-48-84
4599,26-23-18-46
4600,92-8-26
4601,27-17-19-88
4602,90-9-6-20
4603,11-95
4604,66-18-4-21
4605,91-14-62
4606,17-35-11-23
4607,97-9-55
4608,46-10-24-69
4609,95-80-20
4610,68-51-30-53
4611,31-42-13-47
4612,19-65-8
4613,31-54-82
4614,10-51-34
4615,15-25-7-58
4616,11-34-3-52
4617,43-56-52
4618,80-36-16-11
4619,15-12-3-43
4620,14-55-6-46
4621,65-19-9-74
4622,20-39-6-85
4623,10-77-9-55
4624,17-19-9
4625,93-12-24
4626,83-95-17
4627,36-6-4-13
4628,66-56-37
4629,54-60-11-23
4630,68-22
4631,69-34-3-6
4632,63-53-2
4633,27-74-11
4634,4-18
4635,46-10-44
4636,90-9-52
4637,57-48-2-15
4638,84-43
4639,100-1-2-35
4640,17-19
4641,70-69-1
4642,68-76-13-47
4643,98-26-24-69
4644,99-59-23
4645,69-1-17-14
4646,25-8-89
4647,80-20-28
4648,11-23
4649,79-65-86
4650,92-93-12-82
4651,39-78-45
4652,64-9-49
4653,44-72-2-22
4654,44-65-8
4655,32-39-58
4656,77-10
4657,94-34-45
4658,18-73-2-96
4659,88-59-24
4660,74-11-34-63
4661,26-50-48
4662,7-38-19-88
4663,27-17-38-28
4664,92-53-1
4665,64-14-17
4666,73-2-35
4667,26-14-5-32
4668,72-73-80
4669,3-57-24-69
4670,38-26-7-30
4671,63-46
4672,15-12-10
4673,83-90
4674,24-42-9-94
4675,66-18-98
4676,41-50-87
4677,60-4-18
4678,11-23-4-5
4679,2-64-58
4680,91-74-92
4681,27-26-23-18
4682,82-24-1
4683,100-1-29-81
4684,22-97-8
4685,27-74-42
4686,67-96-68
4687,97-9-24
4688,92-9
4689,51-74-78
4690,80-67-64
4691,14-49-99
4692,98-26-23-35
4693,97-25-7
4694,17-35-74
4695,30-53
4696,11-38-2-22
4697,28-17-79
4698,82-46-21
4699,38-2-4-27
4700,9-10
4701,35-71-40
4702,99-40-42
4703,63-34-3-52
4704,42-34-12-71
4705,17-38-90-91
4706,99-14
4707,83-39-6
4708,29-100-1-2
4709,8-2-15
4710,6-4-66
4711,13-47-73
4712,59-14-17-79
4713,93-34-25
4714,50-17-31
4715,85-57-9-49
4716,45-69-25-7
4717,71-59-14-62
4718,74-19-99
4719,18-6-37
4720,37-79-62-76
4721,64-40-51
4722,8-37-13
4723,37-13-59
4724,54-33-30
4725,100-19-4
4726,48-2-64
4727,82-46-5-86
4728,44-3-35
4729,80-40
4730,60-4-90
4731,89-43-12-82
4732,42-4-33-72
4733,61-15-25
4734,64-14-5-92
4735,42-5-36-16
4736,15-30-20-63
4737,10-44-3
4738,2-83-65
4739,88-28
4740,24-36-16-45
4741,22-91-35
4742,74-66-18
4743,33-51-63
4744,51-58-8-89
4745,17-96
4746,96-6-20
4747,86-8-2-72
4748,87-32-67
4749,41-50-35
4750,77-28-2
4751,15-69
4752,1-17-62-95
4753,2-64
4754,59-23-44
4755,46-53
4756,52-30-20
4757,1-17-62-76
4758,43-12-27-75
4759,72-2-15
4760,45-74-19-88
4761,74-19-4-27
4762,24-25-99
4763,82-20-39
4764,59-23-18
4765,22-97-8-36
4766,24-36-16-45
4767,63-55-7
4768,83-39-58
4769,42-54-60
4770,26-70-74
4771,87-34-3
4772,67-64-9-55
4773,45-36-6
4774,49-24-36-71
4775,21-41-6
4776,63-46-92
4777,36-71
4778,100-75-59-51
4779,49-45
4780,49-99-14
4781,57-55-7-30
4782,92-93-3-87
4783,81-22-91
4784,46-53-1
4785,72-2-60
4786,59-28-2-72
4787,50-17-62
4788,20-30-22-9
4789,47-63-22
4790,25-8-26
4791,92-84
4792,34-3-47
4793,96-49
4794,54-42-9-94
4795,55-28-90
4796,13-61-15-46
4797,38-2-15
4798,10-80-8-93
4799,63-46
4800,45-74-19
4801,78-40-30-31
4802,23-18-6
4803,17-35-47
4804,41-4-5-86
4805,93-63-94
4806,72-19-9-94
4807,42-13
4808,52-81-39
4809,9-43-12-3
4810,99-17-86
4811,67-76-36
4812,29-61-64
4813,59-28-2-72
4814,11-84-43
4815,97-66-31
4816,18-70-97
4817,65-5-97
4818,25-7-1-29
4819,72-19-38-48
4820,78-61-98
4821,68-22-1
4822,62-40-42
4823,90-35-11
4824,8-40-51
4825,34-3
4826,25-7-2-41
4827,99-59-23
4828,39-54
4829,74-100
4830,69-34-10-81
4831,22-9-85
4832,24-1-2-64
4833,29-50-5
4834,42-4-21
4835,24-25-7-93
4836,2-60-37
4837,88-16-11
4838,97-56-71
4839,35-55-7-30
4840,34-12-27
4841,1-29-100
4842,69-1-17-86
4843,83-73-41
4844,15-25-99
4845,16-41-4-66
4846,80-6-75
4847,62-88-4
4848,5-97-46-13
4849,63-64
4850,31-2-4-90
4851,37-24-20-63
4852,77-73-14
4853,82-61-15-12
4854,41-6-85
4855,95-17-14
4856,41-43-53
4857,78-38-2-4
4858,49-65-19-9
4859,90-58-68
4860,91-40-69
4861,9-74-11-35
4862,94-84-7-22
4863,83-54-82
4864,80-1-2-22
4865,21-90-9-55
4866,81-97
4867,86-8-2-15
4868,29-58-8-95
4869,96-19
4870,5-32-57
4871,15-12-38
4872,54-4-5-97
4873,58-38-28
4874,65-8-40
4875,2-99
4876,97-8-54
4877,5-10-51
4878,15-26
4879,2-35-71
4880,57-48-2
4881,94-14-5
4882,67-15-25-60
4883,83-90-35
4884,2-96
4885,55-7-22-91
4886,46-53-72
4887,50-77-12-82
4888,8-95-67
4889,69-34-3-13
4890,51-50-77
4891,77-28-2-22
4892,49-33
4893,15-12-82
4894,65-8-54
4895,18-4-5-86
4896,88-33-22
4897,62-87-1-61
4898,16-92-9
4899,97-83-65
4900,52-56-77
4901,8-37-13-59
4902,63-22-27
4903,26-19-4
4904,81-79-12
4905,82-63
4906,98-97-9-94
4907,51-11-21
4908,46-100-74
4909,76-21-11-87
4910,14-65-53
4911,55-49-33-67
4912,55-6-46-82
4913,9-59-27
4914,42-70-30
4915,86-24-1
4916,86-81-97
4917,10-36-92
4918,10-77
4919,27-75-43-8
4920,88-16-45
4921,13-94-11
4922,72-2
4923,11-87-62
4924,63-22-97
4925,36-32-91
4926,79-12-70
4927,24-42-4-10
4928,64-28
4929,24-42-4-33
4930,72-73-50-77
4931,88-4-10-81
4932,13-47-39
4933,87-31-42
4934,60-4-5
4935,13-47-29
4936,43-71-15-46
4937,17-79-12
4938,71-15-46
4939,76-95-17-86
4940,11-34-25-59
4941,51-58-8
4942,82-20
4943,94-57-48
4944,52-56-37
4945,96-68-36
4946,54-87-53
4947,40-56-59
4948,85-38-80
4949,50-35
4950,48-52-81
4951,50-35-34
4952,85-99-6
4953,84-19-56
4954,41-59
4955,34-10-94
4956,50-72-73
4957,58-5-92
4958,24-25-91
4959,80-1-61
4960,49-45-53
4961,34-3-56
4962,11-95-98
4963,24-25-78
4964,95-47-16-11
4965,31-15-25-78
4966,17-19-4-18
4967,47-16-45
4968,31-2-22
4969,4-15-69
4970,33-72-19-88
4971,55-7-30
4972,56-77-9
4973,36-61-7-30
4974,45-10-62-68
4975,97-41-4-33
4976,38-28
4977,26-19
4978,25-49-24-50
4979,46-59-28
4980,76-74
4981,21-80-8
4982,71-18-58-67
4983,3-57-24
4984,42-49
4985,78-26-7-1-29
4986,34-28-2-73
4987,57-95
4988,21-90-92
4989,75-59
4990,6-4-13-47
4991,86-82
4992,20-24-69
4993,88-19
4994,36-97-83
4995,73-41-43
4996,32-74-19
4997,91-21-47-29
4998,13-59-27
4999,18-92-9-52
5000,50-26-24
5001,9-6-4-13
5002,20-23-4-13
5003,95-63-59
5004,98-97-9-74
5005,38-93-33
5006,93-38-2-4
5007,55-6-4-13
5008,27-74-92
5009,71-41-50
5010,66-18-46
5011,99-6-4
5012,27-75-73
5013,68-51-30-53
5014,6-4-21
5015,1-38-48-39
5016,100-92-84
5017,81-42-87
5018,79-65-61
5019,51-65-60-73
5020,31-15-12
5021,16-41-59
5022,29-58-67
5023,38-2-4-21
5024,76-95-17-89
5025,54-82-20
5026,8-36-32
5027,2-99-63
5028,11-38-2-64
5029,42-70
5030,94-34-12
5031,64-9-85
5032,81-9-54
5033,47-58-48
5034,37-64-99
5035,11-38-75
5036,88-4-15-12
5037,79-62-76
5038,17-19-4-10
5039,52-43-12-3
5040,49-33-21-41
5041,63-46-100
5042,95-42-4-18
5043,58-68
5044,55-6-4-18
5045,6-75-73
5046,7-40-51
5047,19-62-68
5048,4-21
5049,73-41-6-100
5050,14-80-67
5051,84-16-41-50
5052,16-38-93
5053,31-2
5054,25-60-73
5055,38-89
5056,26-7
5057,49-99-46
5058,41-4-21
5059,99-34-3-57
5060,6-100-19-65
5061,15-30-31
5062,6-46
5063,63-34-28
5064,6-37
5065,84-16
5066,52-43-8-89
5067,53-2
5068,57-92-89
5069,18-58
5070,20-63-34
5071,32-91-73
5072,60-33-51
5073,22-9-24-50
5074,98-43-20-39
5075,3-43-25
5076,81-22-1-2
5077,79-65-8-37
5078,30-22-9
5079,14-27-26
5080,15-12-10
5081,70-35-11
5082,65-10-24-20
5083,79-100
5084,94-34-3-1
5085,70-64
5086,16-38-2-15
5087,25-7-93
5088,85-46-10
5089,21-80-19-96
5090,8-95-62
5091,71-81-22-1
5092,41-4-90
5093,93-63-53
5094,66-18-4-27
5095,10-77
5096,95-80-8-93
5097,26-14-49
5098,34-46-5-32
5099,41-81-79
5100,6-75-69
5101,50-17-89
5102,13-26-70
5103,41-43-25
5104,36-16-94
5105,78-84-16-11
5106,81-22-27
5107,16-45-53
5108,37-24-57
5109,38-2
5110,16-37-79
5111,80-6-37
5112,71-41
5113,20-23-41-81
5114,37-7-38
5115,11-23-4-5
5116,63-70-4-18
5117,13-38-2-96
5118,99-6-8
5119,79-100-36
5120,40-51
5121,58-50
5122,92-53-1
5123,56-40-51
5124,18-47-39
5125,38-2-98
5126,85-69-60-16
5127,65-5-36
5128,66-31-42
5129,87-8-40
5130,90-67
5131,92-8-2-22
5132,10-36-23
5133,55-72-73
5134,75-59-51
5135,76-24-42
5136,61-7-1-17
5137,17-19
5138,80-1-2
5139,73-2-4-10
5140,9-43-56
5141,47-4-90
5142,18-47-29
5143,34-70-33
5144,2-15-12
5145,41-59-39
5146,55-6-4
5147,62-92
5148,67-96-68
5149,84-19-100
5150,22-91-89
5151,13-38-48
5152,86-81-9-52
5153,16-41-6-20
5154,98-26-60-47
5155,85-69-25-91
5156,51-34-3-6
5157,99-60-87
5158,10-44-3-35
5159,31-2-4-90
5160,64-11-95
5161,36-32-43-68
5162,93-33-67
5163,7-55-6-46
5164,55-28-84
5165,60-4-5-97
5166,66-41-78
5167,26-24-20-63
5168,37-13-61
5169,20-63-55
5170,83-73-81
5171,57-59-51
5172,77-28-7
5173,72-87-32-39
5174,21-47-16-45
5175,57-48-2-15
5176,87-34-21-11
5177,44-65-8-54
5178,97-9
5179,46-53-31
5180,15-54-75
5181,39-84-97
5182,96-52-72
5183,32-74-100
5184,87-70
5185,89-55-7-30
5186,36-32-43-68
5187,9-43-71
5188,73-78-38
5189,32-53-2
5190,79-12-71
5191,45-69-34-3
5192,49-99-59-64
5193,78-40-5-17
5194,39-20-24-57
5195,45-10-51
5196,38-2
5197,53-1-61
5198,81-9-85
5199,37-64-89
5200,53-17-14-49
5201,68-23-18-73
5202,27-75-37-32
5203,28-35
5204,94-57-24-20
5205,73-80-57
5206,58-5-32
5207,65-19-9
5208,3-57-24-69
5209,62-77-12-71
5210,51-42-5-36
5211,55-6-8
5212,36-32-43
5213,9-49-45
5214,20-30-33-67
5215,96-68-36-32
5216,41-4-15-69
5217,47-36-23-88
5218,6-20-24
5219,4-18-98
5220,72-87-32-39
5221,54-4-27
5222,51-34-3-43
5223,25-60-4-10
5224,75-37-13
5225,17-19-42
5226,19-56-77
5227,47-63-22-91
5228,29-58-67
5229,25-11
5230,65-75-43-68
5231,66-31-2-64
5232,83-73-81
5233,42-5-83
5234,8-54-87
5235,28-35-42
5236,99-14-70
5237,60-4-27
5238,71-18-100
5239,1-2-4-18
5240,52-1-2
5241,4-15
5242,57-24-25-78
5243,93-34-45
5244,97-99-34-45
5245,55-96
5246,46-92
5247,95-42-5-32
5248,68-76-21
5249,7-93-85
5250,47-63-22-91
5251,25-7-55
5252,47-63
5253,46-13-26
5254,59-65-10-81
5255,36-61-64
5256,17-62-40-51
5257,51-34-25-7
5258,84-16-92
5259,67-64-14-62
5260,34-3-6-20
5261,94-34-25-61
5262,92-9-43-68
5263,21-80-20-53
5264,4-33-72
5265,75-59
5266,83-95
5267,97-9-6
5268,89-43-25-11
5269,61-59-23-18
5270,54-42-70
5271,3-19-65
5272,25-60-4-90
5273,46-100-74
5274,63-59-51
5275,56-41-6-100
5276,75-59-27
5277,28-84
5278,57-9-43
5279,9-49-65
5280,42-4-18-73
5281,76-74-64
5282,70-4-15
5283,100-36-16-45
5284,28-44-57
5285,50-72-85
5286,33-51-34-45
5287,45-36-92
5288,86-82-49-45
5289,69-25-7-55
5290,89-55-10-80
5291,21-41-59
5292,88-19-97
5293,6-37-32-67
5294,89-43-53
5295,33-51-34-3
5296,32-74-42
5297,52-30
5298,95-80-6-75
5299,5-10-21
5300,36-61-21
5301,86-27-17-19
5302,40-42-13
5303,20-24-36-32
5304,43-8-89
5305,39-78
5306,92-9-74
5307,77-10-80
5308,51-42-4-27
5309,99-17-89
5310,47-73-14
5311,6-46-11-34
5312,27-75-59
5313,44-46-11
5314,16-45-74
5315,95-47-39
5316,77-37-79
5317,27-26-50
5318,60-26-19
5319,73-42-9-74
5320,95-62-26
5321,89-41-50
5322,52-43-8
5323,78-45-10-62
5324,57-95-67
5325,56-40-38
5326,12-28-2-96
5327,13-94-88
5328,53-93-12-71
5329,27-75-44-72
5330,3-13-26
5331,73-2-4-66
5332,4-18-6-20
5333,60-4-15
5334,54-74-100
5335,97-99-63
5336,49-45-10-44
5337,7-1-29
5338,56-52-1-61
5339,85-46-5
5340,100-19-4-10
5341,44-72-2-4
5342,33-51-50
5343,91-73-61
5344,20-28-7
5345,62-77-73
5346,41-59-24
5347,5-33-69
5348,35-49-99
5349,27-26-70
5350,69-25-8-89
5351,27-74-49
5352,82-36-71
5353,6-4-5-86
5354,54-82-36
5355,8-36-27
5356,94-11-95
5357,77-73
5358,66-31-2-22
5359,83-95-63-45
5360,65-10-80
5361,97-9-55
5362,72-19-65
5363,93-33-67-76
5364,52-99-63
5365,12-28-7-55
5366,53-27-75
5367,13-47-73
5368,60-47-63
5369,49-24-36
5370,63-64-41
5371,2-98
5372,20-63-34-12
5373,50-5-27
5374,96-68-50
5375,39-84
5376,43-1-17
5377,72-69-28
5378,61-7
5379,30-98-43-71
5380,42-9-24
5381,22-9-59-39
5382,97-99-34-45
5383,14-83-90
5384,38-19-42
5385,3-1-2-15
5386,23-65-53
5387,79-12-97
5388,21-80-1-61
5389,9-49-99
5390,48-75-85
5391,1-2-4
5392,9-74-66
5393,81-22-1-29
5394,78-40-56
5395,92-93-12-28
5396,86-8-2-35
5397,69-25-7-93
5398,6-4-21
5399,79-62-88
5400,85-38-2-4
5401,80-6-4-10
5402,51-65-86
5403,24-1-2-64
5404,85-38-75
5405,73-61-21
5406,99-21-54
5407,16-45-74
5408,23-95-63
5409,22-1-38-48
5410,80-19-96
5411,19-62-68
5412,7-22-91
5413,100-75-73
5414,3-35-74
5415,84-19-9
5416,37-24-36
5417,85-46-5-86
5418,56-37-24
5419,91-34-12
5420,93-33
5421,1-38-26-23
5422,8-93
5423,26-50-87
5424,67-50
5425,89-55-7
5426,46-53-72
5427,61-69-34-63
5428,19-38-2-98
5429,81-97-56
5430,97-99-34
5431,27-17-96-52
5432,50-98
5433,9-55-70
5434,56-59-14-68
5435,51-34-25
5436,15-54-75
5437,45-36-16-76
5438,34-46-5-32
5439,53-17-14-49
5440,59-51-30
5441,1-38-26
5442,77-12-3
5443,72-69-1-29
5444,37-90-56
5445,6-100-1
5446,76-24-1-29
5447,96-6-8-89
5448,25-60
5449,33-18-61
5450,19-42-41
5451,58-68
5452,16-38-19
5453,36-6-46-82
5454,70-4-15-12
5455,57-92-8-66
5456,39-20-23-35
5457,43-12-27-75
5458,57-55
5459,1-2-15-46
5460,8-95-17
5461,89-55-28-64
5462,8-2-98
5463,71-72-2-83
5464,93-55-7
5465,28-1-38
5466,38-93
5467,57-59-51
5468,89-57-95-67
5469,95-62-92
5470,74-19-88
5471,9-10-51
5472,67-64-44
5473,42-34
5474,48-2-72
5475,5-33-22-1-29
5476,20-24-25
5477,80-36
5478,46-11-23-18
5479,31-42-70
5480,39-84-19-62
5481,86-82-49
5482,75-7-40
5483,28-90-91
5484,12-3
5485,26-50-77
5486,93-33-22-91
5487,59-51-34-45
5488,54-33-56
5489,60-11-95
5490,37-7-22
5491,81-30-53
5492,53-48
5493,12-27-26
5494,13-54-82
5495,54-4-90
5496,94-85-79
5497,31-15-30-20
5498,87-57-9
5499,77-73-61
5500,25-99-6
5501,4-26-14-68
5502,11-21-54
5503,73-80-67
5504,20-28-2-60
5505,38-75-43
5506,51-11-21
5507,73-60-31
5508,12-92-53
5509,41-4-66
5510,49-24-25-78
5511,55-10-77
5512,82-98
5513,18-47-29
5514,81-58-8
5515,70-35
5516,56-44-75
5517,70-64-44
5518,42-54-82
5519,14-55
5520,67-83-90-93
5521,53-83-95
5522,64-28-7
5523,34-46
5524,91-73-61
5525,59-23-26
5526,9-10-21-41
5527,45-10-62-68
5528,76-36-23
5529,80-1-61
5530,50-26-70
5531,90-10
5532,27-26-50
5533,42-4-27
5534,90-85-73
5535,90-88-19
5536,69-28-90
5537,86-54-28-44
5538,9-6-20
5539,87-56-44
5540,33-21-41
5541,18-43
5542,24-25-59
5543,42-87-53
5544,26-7-2-15
5545,33-69-25-7
5546,14-83-73
5547,30-33-56
5548,58-5-36
5549,45-10-81
5550,35-47-39
5551,75-73-80
5552,90-5-17-31
5553,76-36-6-8
5554,34-10-94
5555,75-7-40
5556,16-10-80
5557,14-55-28
5558,35-49-65
5559,81-17-19-88
5560,25-60-4-5
5561,7-22-27-84
5562,14-55-7-58
5563,86-82-61
5564,64-58-25-53
5565,26-19-88
5566,56-40-5
5567,53-27
5568,66-100-19-88
5569,24-36-16-76
5570,87-1-2
5571,31-42-9-52
5572,70-30-53
5573,2-41
5574,38-26-7-30
5575,36-61-69
5576,55-10-21
5577,8-95-80
5578,80-1-29-81
5579,22-9-24-42
5580,68-22-1-29
5581,81-22-1-29
5582,57-9-49
5583,75-44-72
5584,67-76-36
5585,36-16-10-62
5586,81-39
5587,30-31
5588,58-8-93-3
5589,75-7-1
5590,38-26-23
5591,31-2-41
5592,46-5-86
5593,82-46-10-80
5594,93-12-27
5595,55-10-24-25
5596,67-52-23
5597,91-34
5598,10-24-50
5599,24-20-23-44
5600,71-81-22
5601,83-59-14
5602,86-8-2
5603,42-5-36-16
5604,9-43-71
5605,44-75-15-25
5606,24-42-13-47
5607,30-31-2-60
5608,78-89
5609,8-89
5610,83-39-75
5611,43-1-2-4
5612,60-47-58
5613,9-85-79
5614,34-28-2
5615,9-55
5616,97-46-5-86
5617,81-58-48
5618,46-53-1
5619,23-26-7-2
5620,94-40-42
5621,35-47-16
5622,17-38-58-67
5623,57-92-32-71
5624,95-42-4-18
5625,1-17-89
5626,24-36-16-45
5627,94-88-4-15
5628,18-4-10-77
5629,12-27-17-79
5630,58-67-64
5631,87-86
5632,48-35-74
5633,100-92-89
5634,68-23-44
5635,8-54-75
5636,41-4-18-73
5637,29-34-12
5638,56-52
5639,31-42-9-59
5640,9-6-4-18
5641,1-17-19-97
5642,45-36-23-18
5643,84-19-4-18
5644,58-5-92
5645,100-75-60-47
5646,29-55-7
5647,29-58-8-60
5648,16-78-61
5649,17-38-26-7
5650,29-50-98
5651,80-57-55
5652,91-40-56
5653,98-43-53
5654,24-42-14-62
5655,89-41-4-27
5656,33-22-1-29
5657,12-3-52
5658,88-4-10-81
5659,64-14-5
5660,17-38-48-61
5661,43-71-81
5662,29-84-16
5663,74-100-1-2
5664,46-5-32
5665,99-59
5666,6-4-26-14
5667,36-32-43
5668,49-33-56
5669,51-65-60
5670,32-96-28
5671,73-41
5672,88-16-78
5673,94-11-95
5674,81-42-87
5675,86-24-57
5676,56-40-42
5677,83-65-19-34
5678,31-42-13
5679,40-51-11
5680,32-67-15-69
5681,47-4-26
5682,29-50-26
5683,97-25-100
5684,32-74-19
5685,10-36-61-15
5686,53-2-4-10
5687,6-37-7-58
5688,12-82-63
5689,22-9-6-37
5690,47-4-54
5691,44-75-37-79
5692,80-54-82
5693,74-19-96
5694,43-12-83
5695,34-3-57
5696,32-71-18
5697,78-45-10
5698,2-4-33-67
5699,80-1-29-81
5700,48-40-51
5701,14-55-6
5702,24-42-54
5703,86-8-60
5704,71-81
5705,49-45-10-81
5706,53-1-61-94
5707,98-43-25-78
5708,97-9-6-75
5709,22-9-24
5710,82-36-6
5711,20-39-52
5712,22-97-46-13
5713,68-22-97
5714,41-43-1-29
5715,94-14-5-86
5716,9-59-39
5717,52-30-33
5718,92-9-94
5719,91-40-38-37
5720,16-78-40
5721,37-64-11
5722,62-68
5723,16-37-7-1-29
5724,97-9-59
5725,92-8-60
5726,17-31-2-72
5727,13-38-75
5728,9-52
5729,91-34
5730,20-28-84
5731,42-87-31
5732,45-10-51
5733,60-16-41
5734,8-93-86
5735,23-44
5736,94-21-47-39
5737,91-40-69
5738,79-65-61
5739,2-35-11
5740,33-51
5741,63-74
5742,28-87-6-100
5743,91-34-63
5744,64-11-38
5745,8-26-23
5746,91-23-88
5747,96-6-46-82
5748,8-26-24
5749,54-4-21
5750,31-2-72
5751,40-5-32
5752,18-95-17-31
5753,58-5-36-16
5754,96-6-4-27
5755,51-34-3-43
5756,9-74
5757,63-34
5758,35-49-33
5759,86-24-1-29
5760,44-57-48
5761,20-28-17-19
5762,20-24-25-49
5763,77-12-71
5764,27-75-44-3
5765,77-28-1
5766,21-80-8
5767,33-54
5768,47-4-5-86
5769,95-80-1
5770,21-11
5771,36-6-85
5772,15-49
5773,51-74-66
5774,47-39-52
5775,91-64-48
5776,94-84
5777,39-84-16-76
5778,50-35-49
5779,90-93-12
5780,81-79-12
5781,1-29-81
5782,33-30-53
5783,43-49
5784,23-70-69
5785,20-28-17-86
5786,4-13-47-63
5787,65-10-77
5788,27-26-50-77
5789,6-8-36
5790,24-20-28
5791,86-24-1-38
5792,49-33-22-91
5793,42-34-25-7
5794,98-97-9-6
5795,21-90-93
5796,22-91-14-65
5797,30-22-1-38
5798,18-95-76
5799,38-58-68
5800,92-8-54
5801,62-5-10
5802,42-54-82
5803,94-11-87
5804,5-33-18
5805,22-1-17-86
5806,57-72-19-88
5807,62-26-7-55
5808,4-66
5809,41-59-39
5810,65-53-1-29
5811,70-97-73
5812,64-11-87
5813,33-18-4-66
5814,10-44-3-52
5815,43-8-36-16
5816,13-33-18-6
5817,95-63-45
5818,48-40-5
5819,32-57
5820,77-37-32-39
5821,50-81-76
5822,32-53-31
5823,82-8-60
5824,87-8-54
5825,68-22-1
5826,5-86-8
5827,57-55-7-30
5828,77-78-89
5829,14-70-4-15
5830,23-44-72
5831,89-43-12-98
5832,3-42-80
5833,76-24-25
5834,48-2-22-91
5835,45-10
5836,1-61-21-47
5837,82-8-89
5838,36-23-65
5839,55-72-19-42
5840,68-51-30
5841,71-40-38
5842,96-68-51
5843,54-87-32
5844,40-5-97
5845,96-70-94
5846,65-19-88
5847,30-98-43
5848,13-26-70
5849,85-69-25-91
5850,37-90-86
5851,67-64-19-42
5852,48-2-15-12
5853,20-39-6-8
5854,61-7-58
5855,7-38-19-65
5856,42-9-85
5857,55-7-30
5858,44-3-1-17
5859,75-7-38
5860,83-90-36
5861,78-26-14
5862,4-26-14-68
5863,20-30-33-51
5864,54-60-73
5865,94-14-5-36
5866,84-19-4-33
5867,85-38-48
5868,31-62-88
5869,43-49-33-5
5870,48-52-81
5871,16-37
5872,4-5-86
5873,95-81
5874,25-35
5875,24-42-70
5876,9-10-36-16
5877,93-12-90
5878,58-8-2-41
5879,67-15-46
5880,92-32-71
5881,35-83
5882,63-59-24
5883,4-33-67
5884,19-56-40
5885,84-16-37
5886,77-12-70
5887,36-32-39
5888,38-2-35
5889,54-28-84
5890,1-61-21-11
5891,25-59-14-68
5892,21-11-34-25
5893,26-7-2
5894,81-17
5895,28-1-61
5896,20-23-35-71
5897,51-34-3
5898,87-6-4
5899,25-91
5900,36-6-4-90
5901,75-59-23
5902,56-44-75
5903,82-27-17-31
5904,96-28-17-86
5905,80-36-71
5906,61-21-41
5907,50-87-8
5908,5-27-74
5909,99-14-62
5910,39-52-1
5911,16-37-7-1
5912,67-50-81
5913,29-50-26
5914,59-64
5915,59-39-6-46
5916,45-74-11-87
5917,84-16-92
5918,27-74-100
5919,45-36-16
5920,54-87
5921,67-50-5-27
5922,79-65-60
5923,40-51
5924,65-8-2
5925,16-94
5926,94-34-25-8
5927,39-40-69
5928,73-80-79
5929,3-42-80
5930,21-54-42-14
5931,49-45
5932,88-28-2-83
5933,53-31
5934,93-3-47
5935,49-24-20-28
5936,50-35-47
5937,12-38-89
5938,81-97-46
5939,25-59-56
5940,90-56-41
5941,92-93-3-47
5942,95-80-1-2
5943,53-1-29
5944,68-23-44
5945,78-59-64
5946,14-55-6-46
5947,61-69-34
5948,4-5-32-39
5949,50-71-15-25
5950,16-38-93
5951,19-65-53
5952,37-7-2
5953,44-72-2
5954,63-50-98
5955,8-26-23
5956,51-50-81
5957,19-9-6
5958,58-8-93
5959,64-19-88
5960,56-40-58
5961,74-100-1
5962,34-70-4-26
5963,77-21-41
5964,44-3-47
5965,49-33-30
5966,65-19-4
5967,2-60
5968,66-69-25-53
5969,62-87-1-29
5970,31-2-4
5971,9-6-100
5972,10-80-49
5973,93-33-67-76
5974,69-34-46
5975,13-33-5
5976,36-66-31
5977,60-33
5978,5-36-66
5979,24-20-28
5980,89-55-10-97
5981,1-2-4-33
5982,21-41-6-100
5983,96-6-100
5984,62-87-6-20
5985,27-75-37-32
5986,7-40-49
5987,3-87-32-67
5988,25-53
5989,89-55-10-97
5990,42-4-18-73
5991,73-2-22
5992,92-84-16-11
5993,41-4-15-69
5994,20-24-36-16
5995,52-81-79
5996,91-14-5-32
5997,81-13-33
5998,7-2
5999,70-35-71
6000,58-67-15-12
6001,91-73-78
6002,13-26-50
6003,54-28-17-79
6004,88-59
6005,42-9
6006,49-45-10-77
6007,8-26-7
6008,28-64-48
6009,33-18
6010,95-76
6011,29-100-92
